%time,field.header.seq,field.header.stamp,field.header.frame_id,field.name0,field.name1,field.name2,field.name3,field.name4,field.position0,field.position1,field.position2,field.position3,field.position4,field.velocity0,field.velocity1,field.velocity2,field.velocity3,field.velocity4,field.effort0,field.effort1,field.effort2,field.effort3,field.effort4
223891000000,11176,223891000000,,end,joint2,joint4,joint6,motortom2m,-3.604156972869532e-10,6.292522058970462e-10,5.981020123613234e-10,-5.203881769944019e-10,5.977165429271736e-10,1.2120805280653812e-12,-7.161264014177597e-13,-2.769140370311047e-13,1.7132349768337257e-13,-9.364633496016178e-13,0.0,0.0,0.0,0.0,0.0
223911000000,11177,223911000000,,end,joint2,joint4,joint6,motortom2m,-3.604165854653729e-10,6.292522058970462e-10,5.981020123613234e-10,-5.203872888159822e-10,5.97718319284013e-10,1.2120805283201605e-12,-7.161264009789344e-13,-2.7691403661217003e-13,1.713234980495359e-13,-9.364633491859401e-13,0.0,0.0,0.0,0.0,0.0
223931000000,11178,223931000000,,end,joint2,joint4,joint6,motortom2m,-3.604165854653729e-10,6.292522058970462e-10,5.981020123613234e-10,-5.203881769944019e-10,5.977165429271736e-10,1.2120805273027946e-12,-7.161264027306612e-13,-2.7691403828452183e-13,1.7132349658763735e-13,-9.364633508448343e-13,0.0,0.0,0.0,0.0,0.0
223951000000,11179,223951000000,,end,joint2,joint4,joint6,motortom2m,-3.604156972869532e-10,6.292522058970462e-10,5.981020123613234e-10,-5.203881769944019e-10,5.97718319284013e-10,1.2120805273025927e-12,-7.161264027307613e-13,-2.769140382846555e-13,1.713234965874558e-13,-9.364633508447505e-13,0.0,0.0,0.0,0.0,0.0
223971000000,11180,223971000000,,end,joint2,joint4,joint6,motortom2m,-3.604165854653729e-10,6.292522058970462e-10,5.981020123613234e-10,-5.203881769944019e-10,5.977165429271736e-10,1.2120805283188232e-12,-7.161264009816013e-13,-2.7691403661447366e-13,1.7132349804764082e-13,-9.364633491888326e-13,0.0,0.0,0.0,0.0,0.0
223991000000,11181,223991000000,,end,joint2,joint4,joint6,motortom2m,-3.604165854653729e-10,6.292522058970462e-10,5.981020123613234e-10,-5.203881769944019e-10,5.977165429271736e-10,1.2120805288279695e-12,-7.161264001048894e-13,-2.769140357774444e-13,1.7132349877933135e-13,-9.364633483585493e-13,0.0,0.0,0.0,0.0,0.0
224011000000,11182,224011000000,,end,joint2,joint4,joint6,motortom2m,-3.604156972869532e-10,6.292522058970462e-10,5.981020123613234e-10,-5.203881769944019e-10,5.97718319284013e-10,1.2120805285736005e-12,-7.161264005430893e-13,-2.769140361956862e-13,1.713234984137872e-13,-9.36463348773408e-13,0.0,0.0,0.0,0.0,0.0
224031000000,11183,224031000000,,end,joint2,joint4,joint6,motortom2m,-3.604156972869532e-10,6.292522058970462e-10,5.98100236004484e-10,-5.203881769944019e-10,5.977165429271736e-10,1.2120805293359613e-12,-7.161263992310054e-13,-2.76914034942801e-13,1.7132349950917708e-13,-9.364633475313424e-13,0.0,0.0,0.0,0.0,0.0
224051000000,11184,224051000000,,end,joint2,joint4,joint6,motortom2m,-3.604165854653729e-10,6.292522058970462e-10,5.98100236004484e-10,-5.203872888159822e-10,5.97718319284013e-10,1.212080527558013e-12,-7.161264022915086e-13,-2.7691403786493224e-13,1.7132349695452306e-13,-9.364633504289864e-13,0.0,0.0,0.0,0.0,0.0
224071000000,11185,224071000000,,end,joint2,joint4,joint6,motortom2m,-3.604165854653729e-10,6.292504295402068e-10,5.981020123613234e-10,-5.203881769944019e-10,5.977165429271736e-10,1.2120805288296977e-12,-7.161264001022887e-13,-2.769140357748601e-13,1.7132349878160387e-13,-9.364633483562343e-13,0.0,0.0,0.0,0.0,0.0
